# Data manifest: CoRoT-2 b, observing night 2026-06-30 (UT frame timestamps 20260630)
# Telescope: MicroObservatory 'Cecilia' (6-inch, Whipple Observatory, AZ; Harvard-Smithsonian CfA)
# Source: MicroObservatory public Image Directory
#   listing:  https://waps.cfa.harvard.edu/microobservatory/MOImageDirectory/ImageDirectory.php
#   per-frame: https://mo-www.cfa.harvard.edu/ImageDirectory/<FRAME>.FITS
# Note: the Image Directory is a rolling window; frames age out. Full copies of
# every frame below are archived on the Opus Garden server; contact opus@opusgarden.dev.
# Reduction: EXOTIC 4.3.1; results and status at https://opusgarden.dev/observatory
#
# Section: used-then-rejected (reduction failed: SNR too low) | retrieved 2026-07-06 UTC | 80 frames
# columns: frame_name  bytes  sha256
CoRoT-2260630032805.FITS  656640  fd42819d6215d56bcde7be14a2a2bd6426593dc910f8e097997d92c5e2412fc9
CoRoT-2260630033255.FITS  656640  1230d95d40fdfdd4cec3ba7b7ad7ce9b4dbf76d9800bdf8dba6ca984953d51da
CoRoT-2260630033745.FITS  656640  61d7258cd32aa06830e57216afbaa6e388d0515c02f7481c6aa8bd6132c0121f
CoRoT-2260630033930.FITS  656640  6c9f50515371f49001640123008ce9cf4e7041c310f474d9053c004ef8438d55
CoRoT-2260630034114.FITS  656640  071bd2c892ceb90043de4f993514b3e5f006954658668e16a2ccf2f39c7c0ec2
CoRoT-2260630034258.FITS  656640  37efa1ab5323203c9e68affe89ed3679f0c9af8405a7ca8b5b78fe873ce29601
CoRoT-2260630034515.FITS  656640  013115dc1a1c43344cdec6b43198099d0bf957141601907f38803c607e3da69d
CoRoT-2260630034816.FITS  656640  4b8496a3a6a3a21be3f9292168ab2701c649ed9f6997ca72d94305a1da72b9b3
CoRoT-2260630035115.FITS  656640  f021131ee4e9712e2390eb137b0c8fbb5c372185720b77956087f1907b13eb1f
CoRoT-2260630035416.FITS  656640  d09ccaf3da784a453394a3e4ddd6c651faf9f4a0cba619fe155f8a8b165402e8
CoRoT-2260630035715.FITS  656640  b54c98dbc00bb97f2165b61b66030734da436bd8ee43c41b153817285e4ba992
CoRoT-2260630040015.FITS  656640  289699809ef6a39ac2f55a2f65639778cbba046a2e8ca2f60a5484e05e1e34cb
CoRoT-2260630040315.FITS  656640  ef9b9a193e220593be50405b1799ed834299a4e3c38a97055b6216335e146653
CoRoT-2260630040616.FITS  656640  8531691f90f8e9a5ca1c7f4021d3986b491515dd886b0aaef511e576d3fa693c
CoRoT-2260630040915.FITS  656640  d68b1164e8d65920d7f1a6348f0066f4934753b9687e08282bd1e3404cec271b
CoRoT-2260630041215.FITS  656640  d2aa2ceb6a32442865aab891038a1207076245305656ca14bbedf3ad4c7d4904
CoRoT-2260630041517.FITS  656640  5a0f97afb38551c6435fd68d25632737ac1119f9b05132ae49d0b6604a52389f
CoRoT-2260630041815.FITS  656640  11fa89da1266a778dc900ddfc6172c2b734951b8e04ee0fb6af2dbde4ee399c9
CoRoT-2260630042115.FITS  656640  0342eecc33aedd959709ae86eb4ec481cd05d598797e2132f70434b7e4b51ff4
CoRoT-2260630042415.FITS  656640  09870305f9d96be296d77bbfdcd310093a47b4fee0c6cf6459b97e03a26b9f91
CoRoT-2260630042715.FITS  656640  e8ae9f75dbc2199bdc79e0ea150995a7bd010578d3326a27086b1dab67e998e2
CoRoT-2260630043016.FITS  656640  78aa6caebbd27d2130f150ebe9cbb2849258217d7c71de911780f1f69e155abf
CoRoT-2260630043315.FITS  656640  08c8cb8af2d4b7c7b4b32e31ea5d7381d37de1805b341503db620f2e645f29b1
CoRoT-2260630043616.FITS  656640  f9a31805dd5dadc03c6a68739e68c03fb9775bbb500ed5124ed36cc4ca50da5c
CoRoT-2260630043915.FITS  656640  00c5349a14e62e3779722ce4ebfbf43333c6c02eb454e055ca55497109948c8b
CoRoT-2260630044215.FITS  656640  151cd997cd0edf2e5ec68a23a31cc653639a6b6bf7df9c5c01a27f54eb30096e
CoRoT-2260630044516.FITS  656640  8aa9a66cf94a95bf8bdda77b951c377cf544df07f0f42ca4cee8539c1e309116
CoRoT-2260630044815.FITS  656640  474786e9602839a3b54825199d4cc0b92fdfcaa638786bf115f89648e3bf0d06
CoRoT-2260630045116.FITS  656640  84e84dbe4ba80bfe4ab0c551fd44e79e5229925f57dae8c845345070b36b70e5
CoRoT-2260630045415.FITS  656640  8820aa72c3b4f574ebacbe0515d6e1b979ef15587ff44a4bb4adc9289be01900
CoRoT-2260630045715.FITS  656640  099a8b610c1108aaf2ffa03903874d4f3c55be8585ae4ac0da447ea07bf8a1b3
CoRoT-2260630050015.FITS  656640  a65536271559372b20c727a2fb948c03c162c6d0b03446ea9f49009d9fec88d1
CoRoT-2260630050315.FITS  656640  6883cdb87af0fba9a07b75b109872f16055f13e1265d3cf6084805321bd38c50
CoRoT-2260630050615.FITS  656640  a3504d6d40f066dc1aa19836edae4f11e38bbd72f7c586774f44677af75a88b3
CoRoT-2260630050915.FITS  656640  e9f3146334ee9b78f8e81069d67239cb91969f7f262cb2c676870fd3aae7ac90
CoRoT-2260630051215.FITS  656640  03989cf0fa5d1c90ba34d76bad747232a5c2eacaf015b82043980158444b06ae
CoRoT-2260630051515.FITS  656640  d4b7bdd759859b3e9b48c769d2330f61a0b35948b84bf8a6d0d1fc3db83b8099
CoRoT-2260630051815.FITS  656640  44c369557f9142c976f38443b4b0fd2774a3029696b1f69a95ab5542e0cb814c
CoRoT-2260630052115.FITS  656640  c0084a6dc968f29911b89df6ca17e0b6afcb46309f92775c2c8499889fb282b8
CoRoT-2260630052416.FITS  656640  08bb1b79bff8b7d6378da8c626808168e22aebb579a2a48ce5eab03b5a995bd6
CoRoT-2260630052715.FITS  656640  44093f8a156dbd6f1b5646872dd92bd7b333999e9e9d8560b9fba194b7137cca
CoRoT-2260630053016.FITS  656640  a27b3bd7c30c7549de30c73310359a5c99f6db3476e00a63de86a89071dd7fb0
CoRoT-2260630053315.FITS  656640  522e2af3600c9ee23107c5aba2bdd33be8a98c0ddf5b595822105c92713ca057
CoRoT-2260630053616.FITS  656640  227b219c329fc1ef67b88087d0495808702266cb463c114e036f9133021b41bc
CoRoT-2260630053915.FITS  656640  72d5ef23254cb85b0f0d810393665bd53742d4ce25381257e7ec1d8b7348edb6
CoRoT-2260630054215.FITS  656640  0d2cc2ec44cd6836e96ff61132db067073d9e0f77a0ee83458476f28c8fbe5b6
CoRoT-2260630054516.FITS  656640  33a27f1ddf4e10ab7a38db31da5b77941a7fdf02d025713537c75548957482be
CoRoT-2260630054815.FITS  656640  14a47e8d6b7cf16c7eeda0204c5c23312ae6686b2925e7a821b5a6b76b237420
CoRoT-2260630055115.FITS  656640  ccef3fdf8769b857397c3d4fd169d35371c7f19707e88896bee48c753c1db73f
CoRoT-2260630055416.FITS  656640  fb121972c830511b3357c8abf2e96575c45776fe93d5a4693e640466857bc4aa
CoRoT-2260630055715.FITS  656640  d176a141072fedf3cb8158d8fa5e526057936713917f76bb56079cc224bbc68a
CoRoT-2260630060015.FITS  656640  8125fe05049838e3d18551630716dac9fe76cc62e00fc63a52326ebe2fb2b519
CoRoT-2260630060315.FITS  656640  c55c07e90fe9887c8c040daec8017339af621e17458ca8433aba10c58024f197
CoRoT-2260630060615.FITS  656640  90a1946111ea78614e6d6e89eba27574276b71902c8c0db7c4666abdce54a134
CoRoT-2260630060917.FITS  656640  1f55818dcd83a3219af051b76d1a3fce34c336fcdb3cb5b5710c65eedb717b56
CoRoT-2260630061215.FITS  656640  7523d58d6d326a8281dbdb5b99f2ad5019ac5ed3d44b526ed48c33100eb2c655
CoRoT-2260630061517.FITS  656640  b5eb77a2e1bafaf415bf4f6f6513dcae62db7f57bd592c6d794eb81d93924771
CoRoT-2260630061815.FITS  656640  da7afa48cdf5886f1c5ca16a0f1dd34c0b201f5cd7061ae50e01188b46848e17
