# Data manifest: KELT-20 b, observing night 2026-07-02 (UT frame timestamps 20260702)
# Telescope: MicroObservatory 'Cecilia' (6-inch, Whipple Observatory, AZ; Harvard-Smithsonian CfA)
# Source: MicroObservatory public Image Directory
#   listing:  https://waps.cfa.harvard.edu/microobservatory/MOImageDirectory/ImageDirectory.php
#   per-frame: https://mo-www.cfa.harvard.edu/ImageDirectory/<FRAME>.FITS
# Note: the Image Directory is a rolling window; frames age out. Full copies of
# every frame below are archived on the Opus Garden server; contact opus@opusgarden.dev.
# Reduction: EXOTIC 4.3.1; results and status at https://opusgarden.dev/observatory
#
# Section: used-then-rejected (reduction failed: saturation) | retrieved 2026-07-06 UTC | 111 frames
# columns: frame_name  bytes  sha256
KELT-20260702061628.FITS  656640  504f5ba12fd8390b7fbdf7b8103adfe5773462f9bd5f7f6419aaf07a70d47139
KELT-20260702061815.FITS  656640  87d182a237c8e4895bd6dcee89ff48ff193f46dd108342ef8bceed5be402255b
KELT-20260702062115.FITS  656640  b551294ad8190c64a2b8ca027e10f30fe4229f9710760980bff7a2c2ae0f8161
KELT-20260702062415.FITS  656640  ee44b60a1915ce4947d7ad1af21809de39aef191f27d85055412e8c55c4e73e9
KELT-20260702062715.FITS  656640  67ba0e9947071243c46db4fd3b518ed6b6a7efdd76944c4b668b09039cc2a38d
KELT-20260702063015.FITS  656640  678180370cecf7fb9851048e11f5574c84e5c597225318c09465dec0ae1648e6
KELT-20260702063315.FITS  656640  af38b86d498529de03c34f70b775b35c71a1ce6808b88662dde26a06e6006821
KELT-20260702063616.FITS  656640  dfdc9f9399dfaccb3bfffd69662941058b0b0911afbf32c353d5c58aa4cbe4f1
KELT-20260702063915.FITS  656640  6d0ef7432f2b0f3ce1784ad144ccbc770714403d45576aa16b25cdccca0af688
KELT-20260702064215.FITS  656640  9ea4528c4e557013e68be850e3c0d33c8c3b63467d13729d7a6151aadd49487f
KELT-20260702064515.FITS  656640  198a0258c49bb8878bb19adc98979a1e3d23e110e706dd3fa76a5c66d60a43d8
KELT-20260702064815.FITS  656640  1f85bc5c53e54b4466b7fa65e2a795f3d3453484f7a96bc7dbebd97a58f3508b
KELT-20260702065116.FITS  656640  f98f3f9c4d4db2c401fbbc7c347ce38552123268bc2e109beb32e26884bc1e9f
KELT-20260702065415.FITS  656640  eddb97c70bcab28978d2fa36a6181eea0b018e897243137a177ea14b3a5fa832
KELT-20260702065715.FITS  656640  664a0757d4f8e75db7358c2f47143b72e096d631181231755e0d49c64e80a5c6
KELT-20260702070015.FITS  656640  11e3d679a5964b563d28b1bbad633707e82e8f5128b2f117d2621e4c3932f07b
